N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE,토론실
409,한국콜마홀딩스,"22,100",200,-0.90%,500,"4,105","18,577",14.81,"39,282",19.95,3.61,
410,SK증권,865,23,-2.59%,500,"4,088","472,590",5.71,"1,633,830",10.30,6.77,
411,KODEX 미국S&P500TR,"11,715",325,-2.70%,0,"4,065","34,700",0.13,"616,201",N/A,N/A,
412,신영증권우,"57,500",300,-0.52%,"5,000","4,056","7,054",6.25,467,10.32,N/A,
413,TIGER Fn메타버스,"10,060",265,-2.57%,0,"4,019","39,950",0.15,"912,950",N/A,N/A,
414,대신증권우,"15,450",200,-1.28%,"5,000","4,017","26,000",10.94,"69,323",2.17,N/A,
415,세진중공업,"7,010",90,-1.27%,500,"3,985","56,849",1.71,"231,097",24.34,10.30,
416,테이팩스,"84,300","3,800",-4.31%,500,"3,977","4,718",1.86,"22,359",21.03,15.39,
417,아세아제지,"44,400","1,200",-2.63%,"5,000","3,977","8,957",5.17,"53,916",4.37,13.50,
418,KODEX 미국FANG플러스(H),"21,225",820,-3.72%,0,"3,924","18,490",0.00,"135,148",N/A,N/A,
419,KODEX K-메타버스액티브,"9,725",240,-2.41%,0,"3,924","40,350",0.26,"804,141",N/A,N/A,
420,대원제약,"17,950",800,-4.27%,500,"3,921","21,843",14.92,"313,921",56.09,3.23,
421,신성이엔지,"1,900",10,+0.53%,500,"3,911","205,848",3.97,"1,922,974",-24.36,-7.97,
422,한신기계,"12,050",350,+2.99%,500,"3,910","32,446",5.40,"26,739,728",95.63,4.86,
423,한국금융지주우,"66,600","1,300",-1.91%,"5,000","3,902","5,858",15.56,"14,802",2.32,N/A,
424,이수화학,"13,950",800,-5.42%,"5,000","3,900","27,960",2.03,"482,935",4.00,35.21,
425,이월드,"2,750",45,+1.66%,"1,000","3,900","141,806",0.39,"3,880,537",-28.35,-4.59,
426,와이투솔루션,"2,440",0,0.00%,500,"3,885","159,236",1.05,0,-35.88,-16.18,
427,제일약품,"26,350",550,-2.04%,500,"3,875","14,705",2.94,"13,662",-31.07,-7.32,
428,KINDEX 미국나스닥100,"12,745",325,-2.49%,0,"3,849","30,200",0.05,"353,569",N/A,N/A,
429,광동제약,"7,330",130,-1.74%,"1,000","3,842","52,421",19.58,"73,046",16.00,4.92,
430,태영건설,"9,870",120,-1.20%,500,"3,839","38,899",8.20,"92,752",5.28,11.08,
431,현대퓨처넷,"3,400",55,-1.59%,500,"3,838","112,877",11.99,"207,263",4.12,12.79,
432,한국철강,"9,010",180,-1.96%,"1,000","3,825","42,450",11.05,"262,417",4.27,13.71,
433,KBSTAR KIS종합채권(A-이상)액티브,"95,220",305,+0.32%,0,"3,822","4,014",0.00,"1,035",N/A,N/A,
434,금호건설,"10,200",150,-1.45%,"5,000","3,737","36,634",6.32,"65,261",2.54,28.40,
435,신대양제지,"92,600","1,500",-1.59%,"5,000","3,732","4,030",9.91,"1,143",6.90,11.31,
436,삼양패키징,"23,600",350,-1.46%,"5,000","3,726","15,789",6.38,"11,707",11.07,9.64,
437,일진다이아,"26,150",800,-2.97%,"1,000","3,714","14,203",1.32,"42,113",43.80,2.86,
438,HLB글로벌,"8,640",470,-5.16%,500,"3,643","42,166",13.36,"1,134,076",-31.30,-12.23,
439,TYM,"2,395",105,-4.20%,500,"3,640","151,987",2.66,"5,355,368",12.67,14.28,
440,아이마켓코리아,"10,750",200,-1.83%,500,"3,594","33,429",8.20,"126,695",9.49,10.52,
441,티웨이항공,"3,250",125,-3.70%,500,"3,586","110,330",0.20,"570,051",-3.07,-190.16,
442,동양,"1,500",55,-3.54%,500,"3,580","238,684",5.39,"661,732",22.06,2.04,
443,대동,"15,050",650,-4.14%,"1,000","3,571","23,728",4.53,"544,633",10.64,10.06,
444,디씨엠,"30,450","1,550",-4.84%,500,"3,563","11,700",1.96,"179,248",7.02,23.91,
445,한화3우B,"15,850",250,-1.55%,"5,000","3,562","22,472",11.89,"58,183",1.72,N/A,
446,코오롱,"28,200",800,-2.76%,"5,000","3,561","12,626",10.70,"35,703",2.78,17.35,
447,현대차증권,"11,200",250,-2.18%,"5,000","3,552","31,713",3.85,"47,168",3.69,10.58,
448,무림P&P,"5,690",240,+4.40%,"2,500","3,549","62,368",2.01,"5,467,040",19.09,3.09,
449,KODEX 코스피,"27,240",500,-1.80%,0,"3,514","12,900",0.03,"123,812",N/A,N/A,
450,자이에스앤디,"9,060",100,-1.09%,"1,000","3,514","38,783",0.60,"62,024",8.69,N/A,
451,종근당홀딩스,"70,100","1,200",-1.68%,"2,500","3,512","5,010",6.62,"7,796",21.96,2.96,
452,농심홀딩스,"75,700",400,+0.53%,"5,000","3,511","4,638",2.05,"7,337",7.15,4.88,
453,하나제약,"19,750",250,-1.25%,500,"3,510","17,773",0.98,"18,222",12.53,11.57,
454,에이프로젠 MED,"1,710",75,-4.20%,500,"3,507","205,111",1.64,"4,500,843",-18.39,-5.50,
455,사조대림,"38,200","6,000",+18.63%,"5,000","3,501","9,164",4.83,"1,886,064",5.58,16.06,
456,동화약품,"12,500",400,-3.10%,"1,000","3,491","27,931",3.49,"123,984",19.53,5.27,
457,디앤디플랫폼리츠,"5,410",0,0.00%,"1,000","3,484","64,400",1.04,"130,810",94.91,N/A,
458,엘브이엠씨홀딩스,"3,495",65,-1.83%,0,"3,476","99,455",16.61,"229,760",-11.61,-7.20,
459,삼진제약,"25,000",300,-1.19%,"1,000","3,475","13,900",8.32,"54,024",12.24,12.69,
460,아세아,"158,500","4,500",-2.76%,"5,000","3,473","2,191",4.88,"3,372",3.31,12.23,
461,선진,"14,600",50,-0.34%,500,"3,472","23,780",12.72,"2,810,138",8.09,10.96,
462,남선알미늄,"3,145",95,-2.93%,500,"3,465","110,179",4.00,"10,359,577",8.34,19.60,
463,한솔제지,"14,550",450,-3.00%,"5,000","3,463","23,801",8.93,"188,314",25.30,2.08,
464,진흥기업,"2,370",105,-4.24%,500,"3,448","145,472",3.32,"2,112,307",6.51,36.86,
465,KH 필룩스,"2,295",35,-1.50%,500,"3,426","149,289",7.88,"1,501,287",-327.86,-0.25,
466,웅진씽크빅,"2,965",60,-1.98%,500,"3,425","115,506",4.55,"258,860",7.91,11.81,
467,GS글로벌,"4,110",155,-3.63%,"2,500","3,392","82,534",3.68,"4,110,563",14.52,7.56,
468,KOSEF 국고채10년,"111,510","1,320",+1.20%,0,"3,390","3,040",0.00,"5,367",N/A,N/A,
469,TIGER 단기채권액티브,"50,465",5,+0.01%,0,"3,380","6,698",2.93,"8,690",N/A,N/A,
470,알루코,"3,760",110,-2.84%,500,"3,376","89,791",0.90,"776,776",76.73,1.93,
471,대교,"3,975",30,-0.75%,500,"3,367","84,703",3.16,"60,794",-9.49,-8.22,
472,환인제약,"17,900",50,-0.28%,500,"3,329","18,600",14.56,"13,406",12.49,8.70,
473,미원홀딩스,"143,500","1,500",-1.03%,500,"3,329","2,320",0.75,603,10.05,18.16,
474,에이프로젠제약,834,22,-2.57%,500,"3,324","398,576",3.54,"644,416",41.70,1.60,
475,STX엔진,"14,400",900,-5.88%,"2,500","3,313","23,009",0.00,"235,454",400.00,0.37,
476,신도리코,"32,850",350,-1.05%,"5,000","3,311","10,080",12.57,"13,652",3.47,10.62,
477,하이트진로홀딩스,"14,200",150,-1.05%,"5,000","3,295","23,207",7.12,"50,447",10.30,6.48,
478,조광피혁,"49,500","1,000",-1.98%,"5,000","3,291","6,649",0.34,954,29.38,3.24,
479,화승인더,"5,940",20,+0.34%,500,"3,286","55,320",10.40,"316,607",-156.32,-0.59,
480,조선내화,"81,800",900,-1.09%,"5,000","3,272","4,000",2.80,828,13.06,3.91,
481,한국쉘석유,"251,500",0,0.00%,"5,000","3,270","1,300",62.88,"1,798",11.26,27.97,
482,성신양회,"13,300",750,-5.34%,"5,000","3,261","24,516",4.52,"450,195",52.16,1.57,
483,계룡건설,"36,250","1,150",-3.07%,"5,000","3,237","8,931",24.26,"82,952",2.08,24.90,
484,KODEX 미국나스닥100TR,"10,900",295,-2.64%,0,"3,237","29,700",0.18,"448,940",N/A,N/A,
485,대한제분,"191,500","2,500",-1.29%,"5,000","3,236","1,690",9.30,"51,917",3.70,10.53,
486,E1,"46,950",650,-1.37%,"5,000","3,221","6,860",3.35,"7,208",2.44,10.57,
487,유진투자증권,"3,300",85,-2.51%,"5,000","3,197","96,866",7.41,"178,078",3.53,9.93,
488,포스코스틸리온,"53,000","2,100",-3.81%,"5,000","3,180","6,000",1.86,"53,478",3.10,37.59,
489,신한서부티엔디리츠,"5,670",100,+1.80%,"1,000","3,173","55,956",1.96,"166,850",N/A,N/A,
490,CJ4우(전환),"74,900","1,100",-1.45%,"5,000","3,166","4,227",3.90,"4,329",9.71,N/A,
491,조일알미늄,"2,545",85,-3.23%,500,"3,164","124,332",2.69,"19,729,362",16.63,11.25,
492,두산우,"79,100","1,400",-1.74%,"5,000","3,161","3,996",15.07,"1,366",8.00,N/A,
493,TIGER 미국S&P500선물(H),"49,805","1,740",-3.38%,0,"3,125","6,275",0.05,"141,929",N/A,N/A,
494,KBSTAR KIS단기종합채권(AA-이상)액티브,"100,760",20,+0.02%,0,"3,124","3,100",0.00,"851,784",N/A,N/A,
495,TIGER 미국달러단기채권액티브,"10,655",65,+0.61%,0,"3,122","29,300",0.04,"117,468",N/A,N/A,
496,AJ네트웍스,"6,630",10,+0.15%,"1,000","3,104","46,822",4.88,"133,945",4.04,23.75,
497,풍산홀딩스,"29,800",400,-1.32%,"5,000","3,102","10,410",10.30,"20,205",1.80,21.53,
498,제이에스코퍼레이션,"23,150","1,300",-5.32%,100,"3,087","13,336",1.26,"195,304",6.40,27.40,
499,태림포장,"4,360",25,+0.58%,500,"3,087","70,806",0.60,"316,782",18.17,5.38,
500,팜스코,"8,400","1,060",+14.44%,500,"3,085","36,728",2.70,"16,679,086",100.00,1.04,
501,인스코비,"2,800",95,-3.28%,500,"3,076","109,848",3.67,"408,759",56.00,9.75,
502,삼성 레버리지 천연가스 선물 ETN B,"30,700","5,500",-15.19%,0,"3,070","10,000",0.00,"69,801",N/A,N/A,
503,TIGER 차이나항셍테크,"5,295",165,-3.02%,0,"3,068","57,950",0.47,"919,961",N/A,N/A,
504,유니퀘스트,"11,200",500,-4.27%,500,"3,062","27,343",45.33,"230,658",4.89,23.53,
505,경인양행,"7,310",60,-0.81%,500,"3,041","41,596",3.18,"1,314,419",12.43,11.10,
506,현대리바트,"14,800",450,-2.95%,"1,000","3,039","20,535",4.55,"32,690",22.53,2.78,
507,동부건설,"13,150",100,-0.75%,"5,000","3,008","22,873",1.72,"99,936",2.58,22.97,
508,한독,"21,800",0,0.00%,500,"3,000","13,764",1.72,"39,153",91.21,0.86,
509,JW홀딩스,"4,250",100,-2.30%,500,"2,994","70,445",2.53,"45,935",-108.97,-2.75,
510,사조동아원,"2,120",10,-0.47%,500,"2,992","141,145",1.49,"46,793,202",124.71,1.13,
511,삼성출판사,"29,900",850,-2.76%,500,"2,990","10,000",0.60,"42,467",94.62,1.90,
512,모토닉,"9,020",210,-2.28%,500,"2,977","33,000",10.97,"34,192",24.85,2.87,
513,남양유업,"411,500","6,000",-1.44%,"5,000","2,963",720,12.35,"2,406",-6.20,-6.99,
514,금강공업,"10,100",350,-3.35%,"1,000","2,962","29,329",2.62,"219,946",15.10,6.80,
515,TCC스틸,"12,600","1,350",-9.68%,"1,000","2,961","23,500",3.66,"1,766,554",10.28,21.49,
516,금호에이치티,"1,505",85,-5.35%,500,"2,959","196,590",1.93,"5,580,682",-11.85,-6.25,
517,SNT홀딩스,"18,100",50,+0.28%,500,"2,951","16,304",10.75,"10,962",3.82,8.56,
518,KBSTAR Fn수소경제테마,"10,070",290,-2.80%,0,"2,945","29,250",0.03,"107,769",N/A,N/A,
519,대성에너지,"10,700",450,-4.04%,"1,000","2,942","27,500",0.57,"642,489",24.71,3.77,
520,신세계푸드,"75,700",500,-0.66%,"5,000","2,931","3,872",4.03,"15,942",121.31,0.85,
521,AK홀딩스,"22,100",900,-3.91%,"5,000","2,928","13,248",3.93,"32,563",-2.63,-17.30,
522,LS네트웍스,"3,700",90,-2.37%,"5,000","2,916","78,803",0.03,"159,265",4.86,11.48,
523,케이씨,"21,450",750,-3.38%,500,"2,907","13,554",7.67,"24,139",5.57,8.28,
524,광주신세계,"36,300",450,-1.22%,"1,000","2,904","8,000",12.51,"6,419",5.54,7.26,
525,일진홀딩스,"5,880",280,-4.55%,"1,000","2,902","49,347",4.07,"661,616",14.45,5.68,
526,신세계 I&C,"16,850",700,-3.99%,500,"2,898","17,200",1.31,"100,953",7.43,16.00,
527,KISCO홀딩스,"17,900",50,-0.28%,"1,000","2,896","16,176",11.30,"30,022",2.91,12.69,
528,백산,"11,900",600,-4.80%,500,"2,892","24,305",1.08,"612,436",15.03,14.37,
529,화신,"8,270",60,+0.73%,500,"2,888","34,920",1.83,"895,773",11.85,8.96,
530,일신방직,"120,000","5,000",-4.00%,"5,000","2,880","2,400",8.95,"5,196",4.58,8.48,
531,금호석유우,"95,200","1,500",-1.55%,"5,000","2,878","3,023",7.38,"13,731",1.62,N/A,
532,다올투자증권,"4,765",75,-1.55%,"5,000","2,874","60,314",9.29,"167,800",1.94,26.35,
533,사조산업,"57,400","2,400",+4.36%,"5,000","2,870","5,000",4.08,"96,890",6.40,10.57,
534,삼아알미늄,"26,050",450,-1.70%,500,"2,866","11,000",33.26,"164,829",23.57,10.46,
535,KBSTAR ESG사회책임투자,"11,860",230,-1.90%,0,"2,864","24,150",0.05,"46,864",N/A,N/A,
536,일성건설,"5,290",375,+7.63%,500,"2,858","54,025",64.47,"12,157,128",50.38,5.67,
537,HANARO MSCI Korea TR,"14,180",205,-1.43%,0,"2,850","20,100",0.00,61,N/A,N/A,
538,SNT중공업,"8,530",120,+1.43%,"2,500","2,836","33,253",4.90,"73,199",4.81,9.44,
539,경농,"14,500",150,+1.05%,500,"2,831","19,523",1.57,"408,213",18.45,7.85,
540,화성산업,"22,650",250,-1.09%,"5,000","2,820","12,451",7.33,"156,274",9.44,7.37,
541,삼익THK,"13,400",100,-0.74%,500,"2,814","21,000",34.70,"88,116",23.84,6.10,
542,BYC,"449,000","10,000",-2.18%,"5,000","2,805",625,1.78,279,12.63,6.39,
543,DB금융투자,"6,600",90,-1.35%,"5,000","2,801","42,446",11.73,"88,983",2.39,13.66,
544,현대비앤지스틸,"18,500",650,-3.39%,"5,000","2,790","15,079",5.07,"397,890",4.03,15.07,
545,대덕,"8,090",20,-0.25%,500,"2,742","33,890",8.16,"202,267",-122.58,-0.39,
546,해태제과식품,"9,360",480,+5.41%,500,"2,725","29,117",0.64,"2,238,201",-720.00,-0.15,
547,동아지질,"19,300",0,0.00%,500,"2,712","14,053",5.15,"105,785",47.65,2.35,
548,무학,"9,500",500,-5.00%,200,"2,708","28,500",12.22,"257,056",-16.87,-3.13,
549,한세예스24홀딩스,"6,750",210,-3.02%,500,"2,700","40,000",3.57,"28,591",6.70,9.57,
550,KPX홀딩스,"63,700",0,0.00%,"5,000","2,691","4,225",31.17,"2,679",5.83,5.79,
551,삼성전기우,"91,800","3,000",-3.16%,"5,000","2,669","2,907",7.99,"9,411",7.98,N/A,
552,휴비스,"7,730",230,-2.89%,"5,000","2,667","34,500",2.39,"101,444",72.92,0.78,
553,코람코더원리츠,"6,590",170,+2.65%,500,"2,662","40,400",1.10,"220,690",N/A,2.32,
554,대한방직,"50,200",200,-0.40%,"1,000","2,661","5,300",0.65,"2,510",170.75,1.13,
555,삼영무역,"14,400",250,-1.71%,500,"2,659","18,467",20.27,"7,827",6.59,10.12,
556,TIGER KRX BBIG K-뉴딜,"8,475",125,-1.45%,0,"2,657","31,350",0.40,"826,713",N/A,N/A,
557,흥국화재,"4,125",145,-3.40%,"5,000","2,650","64,243",1.67,"104,791",4.33,8.77,
558,삼성제약,"3,945",75,-1.87%,500,"2,650","67,162",5.37,"259,539",-6.50,-32.33,
559,삼화페인트,"9,720",210,-2.11%,500,"2,644","27,203",9.38,"54,574",-108.00,-0.84,
560,KSS해운,"11,450",50,-0.43%,500,"2,643","23,086",6.53,"56,871",4.74,18.34,
561,벽산,"3,850",90,-2.28%,500,"2,640","68,560",4.48,"823,478",-58.33,-1.97,
562,디아이,"8,310",450,-5.14%,500,"2,617","31,497",6.19,"240,932",17.10,11.22,
563,도화엔지니어링,"7,730",160,-2.03%,500,"2,607","33,720",1.98,"34,432",17.37,5.75,
564,KPX케미칼,"53,700",400,-0.74%,"5,000","2,599","4,840",28.51,"1,344",5.40,8.83,
565,대영포장,"2,395",35,+1.48%,500,"2,596","108,395",1.39,"3,420,590",25.75,6.26,
566,아모레G3우(전환),"36,150",650,-1.77%,500,"2,564","7,092",5.76,"4,462",19.28,N/A,
567,부국증권,"24,550",200,-0.81%,"5,000","2,546","10,370",1.09,"2,933",4.24,12.68,
568,한농화성,"16,150",700,-4.15%,500,"2,525","15,637",0.75,"316,284",12.82,14.14,
569,HDC랩스,"9,670",130,-1.33%,500,"2,510","25,958",4.42,"11,341",18.35,4.23,
570,KODEX 삼성그룹밸류,"8,875",165,-1.83%,0,"2,503","28,200",0.00,"8,275",N/A,N/A,
571,KODEX 은행,"8,060",120,-1.47%,0,"2,503","31,050",1.75,"1,330,289",N/A,N/A,
572,샘표식품,"54,700","6,050",+12.44%,500,"2,499","4,568",4.47,"1,762,101",10.55,11.64,
573,LS전선아시아,"8,100",100,-1.22%,500,"2,481","30,625",1.92,"93,618",16.91,10.21,
574,쌍방울,943,30,-3.08%,500,"2,476","262,592",2.12,"99,019,677",-12.92,-8.37,
575,CJ제일제당 우,"186,500",0,0.00%,"5,000","2,476","1,327",28.14,"10,117",4.98,N/A,
576,백광산업,"5,500",230,-4.01%,500,"2,471","44,918",1.97,"816,835",16.57,8.12,
577,TIGER CD금리투자KIS(합성),"50,775",15,-0.03%,0,"2,470","4,864",0.00,319,N/A,N/A,
578,용평리조트,"5,120",140,-2.66%,"5,000","2,464","48,133",1.48,"73,316",28.44,2.27,
579,현대에너지솔루션,"22,000",400,-1.79%,"5,000","2,464","11,200",0.79,"35,366",-37.04,-2.05,
580,KODEX 반도체,"35,845",865,-2.36%,0,"2,455","6,850",2.24,"156,375",N/A,N/A,
581,영풍제지,"11,000",50,+0.46%,500,"2,442","22,200",0.23,"108,639",38.46,4.92,
582,S-Oil우,"60,700",600,-0.98%,"2,500","2,441","4,022",14.67,"6,941",5.13,N/A,
583,동성케미컬,"4,890",55,-1.11%,"1,000","2,430","49,690",3.57,"42,928",13.18,5.75,
584,KODEX 배당가치,"13,035",195,-1.47%,0,"2,411","18,500",0.01,"17,833",N/A,N/A,
585,TIGER 리츠부동산인프라,"6,555",25,+0.38%,0,"2,409","36,750",0.08,"1,277,386",N/A,N/A,
586,그린케미칼,"9,990",110,-1.09%,500,"2,398","24,000",0.42,"218,193",15.05,13.46,
587,넥센,"4,470",65,-1.43%,500,"2,393","53,544",1.86,"7,725",8.85,2.68,
588,한국주철관,"10,450",50,+0.48%,500,"2,383","22,800",3.91,"193,177",3.62,21.36,
589,현대코퍼레이션,"17,950",350,-1.91%,"5,000","2,375","13,229",5.51,"122,612",6.28,11.21,
590,TIGER 글로벌자율주행&전기차SOLACTIVE,"9,810",240,-2.39%,0,"2,362","24,080",0.25,"142,542",N/A,N/A,
591,디와이,"8,940",380,-4.08%,500,"2,353","26,320",3.19,"515,371",-33.48,-2.06,
592,세방,"12,100",200,-1.63%,500,"2,336","19,309",5.46,"60,910",5.31,6.01,
593,JW생명과학,"14,700",450,-2.97%,"2,500","2,328","15,835",2.94,"31,780",18.01,9.78,
594,NH올원리츠,"5,490",0,0.00%,500,"2,317","42,200",2.45,"97,415",N/A,1.22,
595,TIGER 여행레저,"4,890",130,-2.59%,0,"2,287","46,770",0.06,"1,275,813",N/A,N/A,
596,노루페인트,"11,300",500,-4.24%,500,"2,260","20,000",2.13,"338,452",16.01,4.26,
597,TIGER 차이나과창판STAR50(합성),"6,895",385,-5.29%,0,"2,255","32,700",1.60,"79,316",N/A,N/A,
598,일성신약,"84,500",800,-0.94%,"5,000","2,248","2,660",2.31,"2,392",-164.40,-0.39,
599,금양,"4,500",175,-3.74%,500,"2,237","49,711",0.86,"271,482",16.07,13.57,
600,이엔플러스,"4,000",30,+0.76%,500,"2,232","55,801",0.68,"627,256",-9.95,-30.57,
601,대성산업,"4,920",120,-2.38%,"5,000","2,226","45,235",1.43,"307,730",-3.65,-12.67,
602,예스코홀딩스,"36,950",200,+0.54%,"5,000","2,217","6,000",14.43,918,10.26,4.47,
603,태경산업,"7,570",40,+0.53%,500,"2,213","29,229",4.05,"251,448",12.27,7.28,
604,동남합성,"61,100",400,-0.65%,500,"2,206","3,610",0.01,265,18.81,24.61,
605,HANARO 200 TOP10,"8,260",100,-1.20%,0,"2,181","26,400",0.00,378,N/A,N/A,
606,제일파마홀딩스,"13,650",350,-2.50%,500,"2,180","15,973",9.56,"5,489",-62.61,-0.85,
607,삼영전자,"10,750",300,-2.71%,500,"2,150","20,000",41.32,"56,833",12.63,3.40,
608,동성제약,"8,220",290,-3.41%,"1,000","2,145","26,101",5.00,"75,452",-49.82,-8.51,
609,현대차3우B,"88,300",100,+0.11%,"5,000","2,145","2,429",23.28,"8,528",4.95,N/A,
610,신라교역,"13,350",100,+0.75%,500,"2,136","16,000",3.61,"148,506",4.80,8.32,
611,한솔테크닉스,"6,630",130,-1.92%,"5,000","2,129","32,110",6.09,"67,550",-22.78,-3.35,
612,디아이씨,"5,420",210,-3.73%,500,"2,108","38,889",2.55,"722,968",7.28,45.03,
613,진양홀딩스,"3,755",35,-0.92%,500,"2,099","55,895",2.89,"147,688",20.98,3.08,
614,ARIRANG 고배당주,"13,340",155,-1.15%,0,"2,093","15,690",0.61,"363,470",N/A,N/A,
615,제주은행,"6,470",30,-0.46%,"5,000","2,079","32,129",0.99,"378,858",11.27,3.60,
616,샘표,"72,100","16,600",+29.91%,"1,000","2,073","2,876",5.26,"1,238,672",17.46,6.42,
617,대원강업,"3,340",75,-2.20%,500,"2,071","62,000",1.99,"88,897",-30.09,-1.49,
618,경보제약,"8,660",220,-2.48%,500,"2,070","23,907",0.91,"26,970",-27.58,-4.97,
619,KINDEX 베트남VN30(합성),"22,195",555,-2.44%,0,"2,064","9,300",0.03,"37,641",N/A,N/A,
620,아시아나IDT,"18,550",450,-2.37%,500,"2,059","11,100",0.27,"29,197",7.81,18.45,
621,NH투자증권우,"10,900",200,-1.80%,"5,000","2,057","18,871",5.35,"88,467",3.55,N/A,
622,KBSTAR 미국나스닥100,"12,380",305,-2.40%,0,"2,055","16,600",0.03,"130,132",N/A,N/A,
623,일진전기,"5,540",180,-3.15%,"1,000","2,054","37,080",2.60,"367,283",13.75,4.73,
624,TIGER 미국MSCI리츠(합성 H),"16,110",360,-2.19%,0,"2,046","12,700",0.16,"23,664",N/A,N/A,
625,KBSTAR iSelect메타버스,"9,105",250,-2.67%,0,"2,036","22,360",0.15,"85,304",N/A,N/A,
626,한신공영,"17,550",800,-4.36%,"5,000","2,031","11,571",11.84,"52,000",4.19,7.55,
627,우진,"9,930",220,-2.17%,500,"2,018","20,324",1.47,"1,165,894",-25.73,-5.40,
628,SOL 200TR,"12,085",215,-1.75%,0,"2,012","16,650",0.30,"28,455",N/A,N/A,
629,한라,"5,310",100,-1.85%,"5,000","2,010","37,859",2.12,"98,747",2.63,25.10,
630,DB,998,17,-1.67%,500,"2,008","201,174",2.41,"667,754",9.24,5.78,
631,효성ITX,"17,350",250,-1.42%,500,"2,005","11,558",0.42,"17,008",14.98,18.84,
632,세종공업,"7,200",320,-4.26%,500,"2,003","27,821",2.03,"148,634",-23.45,-2.16,
633,종근당바이오,"36,100",450,-1.23%,"2,500","1,980","5,486",1.00,"18,077",-30.11,-3.98,
634,HANARO 단기채권액티브,"100,580",0,0.00%,0,"1,975","1,964",0.08,"335,958",N/A,N/A,
635,성창기업지주,"2,830",125,+4.62%,500,"1,974","69,752",3.02,"4,306,136",32.53,1.14,
636,서연,"8,250",250,-2.94%,500,"1,937","23,480",0.24,"131,834",8.18,5.27,
637,KODEX 골드선물(H),"12,910",280,-2.12%,0,"1,936","15,000",0.04,"75,106",N/A,N/A,
638,KCTC,"6,450",50,-0.77%,500,"1,935","30,000",1.07,"437,056",9.50,9.56,
639,대신 2X 니켈선물 ETN(H),"38,680","3,130",-7.49%,0,"1,934","5,000",0.00,"3,033",N/A,N/A,
640,미래에셋글로벌리츠,"6,650",180,+2.78%,"1,000","1,932","29,060",1.38,"133,199",N/A,N/A,
641,에이블씨엔씨,"7,100",190,-2.61%,500,"1,919","27,033",11.49,"30,411",-4.43,-32.04,
642,하나 코스피 변동성추세 추종 양매도 ETN,"7,670",0,0.00%,0,"1,918","25,000",0.00,0,N/A,N/A,
643,대창,"2,100",45,-2.10%,500,"1,914","91,140",1.96,"1,048,058",7.34,12.01,
644,이지스밸류리츠,"6,140",80,-1.29%,"1,000","1,896","30,873",3.00,"115,076",6.62,N/A,
645,휴스틸,"24,000",350,-1.44%,"5,000","1,881","7,838",4.25,"374,986",4.86,7.30,
646,카프로,"4,700",185,-3.79%,500,"1,880","40,000",4.51,"1,974,818",95.92,1.57,
647,태경케미컬,"16,200",150,+0.93%,500,"1,879","11,600",0.92,"136,363",17.22,8.24,
648,한국석유,"14,750",600,-3.91%,500,"1,872","12,694",0.81,"647,489",16.50,7.59,
649,LG우,"61,400",200,-0.32%,"5,000","1,855","3,022",42.69,"2,186",3.96,N/A,
650,TIGER 글로벌메타버스액티브,"7,400",235,-3.08%,0,"1,855","25,070",0.30,"392,963",N/A,N/A,
651,한컴라이프케어,"6,640",140,-2.06%,200,"1,838","27,674",0.38,"47,586",33.88,6.38,
652,신원,"1,910",105,-5.21%,500,"1,825","95,569",2.47,"2,338,937",13.84,6.01,
653,TIGER 글로벌4차산업혁신기술(합성 H),"15,760",535,-3.28%,0,"1,825","11,580",0.16,"37,510",N/A,N/A,
654,서연이화,"6,620",120,-1.78%,500,"1,789","27,028",6.47,"106,634",6.80,4.15,
655,깨끗한나라,"4,770",85,-1.75%,"1,000","1,776","37,241",0.99,"633,764",21.49,3.75,
656,한국특강,"2,945",65,-2.16%,500,"1,774","60,244",0.36,"387,783",4.26,30.23,
657,플레이그램,"1,975",75,-3.66%,100,"1,772","89,717",3.87,"868,304",-8.94,-31.60,
658,동아타이어,"12,850",100,-0.77%,500,"1,765","13,733",2.47,"17,449",10.67,4.49,
659,이아이디,187,8,-4.10%,200,"1,759","940,725",0.99,"13,034,395",31.17,2.44,
660,한양증권,"13,800",200,-1.43%,"5,000","1,757","12,729",8.48,"12,565",2.30,20.28,
661,삼양통상,"58,500",800,-1.35%,"5,000","1,755","3,000",5.23,"1,685",5.30,8.48,
662,고려산업,"7,030","1,620",+29.94%,"1,000","1,753","24,939",0.73,"491,258",38.84,4.32,
663,한국패러랠,"2,185",5,-0.23%,0,"1,748","80,020",0.00,"14,441",N/A,N/A,
664,삼화전기,"26,400",900,-3.30%,"1,000","1,746","6,614",24.22,"14,713",12.39,24.67,
665,황금에스티,"10,250",50,+0.49%,500,"1,742","17,000",4.93,"836,358",5.84,10.57,
666,삼성물산우B,"107,000",500,+0.47%,100,"1,741","1,627",10.55,"4,852",12.34,N/A,
667,아남전자,"2,240",80,-3.45%,500,"1,728","77,125",3.35,"692,581",13.02,19.31,
668,인지컨트롤스,"11,200",250,-2.18%,500,"1,717","15,333",2.24,"24,802",49.34,1.90,
669,퍼스텍,"3,565",265,-6.92%,500,"1,713","48,061",1.30,"1,325,637",44.01,8.79,
670,KBSTAR IT플러스,"18,535",470,-2.47%,0,"1,713","9,240",0.07,"14,199",N/A,N/A,
