N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE,토론실
1184,KINDEX 미국다우존스리츠(합성 H),"100,260","1,680",-1.65%,0,281,280,0.00,"3,178",N/A,N/A,
1185,TIGER 차이나CSI300인버스(합성),"8,765",340,+4.04%,0,280,"3,200",0.00,"19,410",N/A,N/A,
1186,신한 콩 선물 ETN(H),"14,000",265,-1.86%,0,280,"2,000",0.00,473,N/A,N/A,
1187,일정실업,"23,050",700,-2.95%,"5,000",277,"1,200",0.95,"7,369",-3.71,-33.81,
1188,미래에셋 에너지화학 Core5 ETN,"13,685",245,-1.76%,0,274,"2,000",0.00,8,N/A,N/A,
1189,신한 브렌트원유 선물 ETN(H),"13,600",585,-4.12%,0,272,"2,000",0.00,246,N/A,N/A,
1190,KINDEX ESG액티브,"8,215",185,-2.20%,0,271,"3,300",0.00,"1,058",N/A,N/A,
1191,KODEX 차이나A50,"19,350",580,-2.91%,0,271,"1,400",0.00,"2,586",N/A,N/A,
1192,삼성 KRX 금현물 ETN,"13,495",155,-1.14%,0,270,"2,000",0.00,463,N/A,N/A,
1193,TIGER 골드선물(H),"13,785",310,-2.20%,0,269,"1,950",0.00,"25,363",N/A,N/A,
1194,세방우,"7,270",40,-0.55%,500,268,"3,689",10.13,"5,223",3.19,N/A,
1195,티와이홀딩스우,"21,350",300,-1.39%,500,268,"1,255",0.56,"2,454",6.12,N/A,
1196,TIGER 구리실물,"11,275",370,-3.18%,0,265,"2,350",0.00,"21,530",N/A,N/A,
1197,미래에셋 KRX금 Auto-KO-C(참200) 2210 ETN,"13,140",0,0.00%,0,263,"2,000",0.00,0,N/A,N/A,
1198,ARIRANG 미국장기우량회사채,"88,950",750,+0.85%,0,262,295,0.00,277,N/A,N/A,
1199,ARIRANG 우량회사채50 1년,"108,620",45,+0.04%,0,261,240,0.00,752,N/A,N/A,
1200,KBSTAR 글로벌4차산업IT(합성 H),"19,980",705,-3.41%,0,260,"1,300",0.00,900,N/A,N/A,
1201,미래에셋 미디어엔터 Core5 ETN,"12,965",330,-2.48%,0,259,"2,000",0.00,10,N/A,N/A,
1202,신한 레버리지 미국달러 선물 ETN,"12,965",210,+1.65%,0,259,"2,000",0.00,"4,180",N/A,N/A,
1203,SOL 미국S&P500ESG,"10,370",275,-2.58%,0,259,"2,500",0.00,"11,441",N/A,N/A,
1204,KODEX 미국채울트라30년선물(H),"10,305",30,+0.29%,0,258,"2,500",0.07,"18,047",N/A,N/A,
1205,신한 옥수수 선물 ETN(H),"12,875",135,-1.04%,0,258,"2,000",0.00,"25,165",N/A,N/A,
1206,신한 은 선물 ETN(H),"12,870",500,-3.74%,0,257,"2,000",0.00,647,N/A,N/A,
1207,KBSTAR 중장기국공채액티브,"99,055",465,+0.47%,0,253,255,0.00,57,N/A,N/A,
1208,미래에셋 코스닥150 Auto-KO-P 2212-01 ETN,"12,530",620,+5.21%,0,251,"2,000",0.00,96,N/A,N/A,
1209,하이트진로2우B,"22,050",450,+2.08%,"5,000",249,"1,130",2.91,"19,516",21.90,N/A,
1210,KODEX S&P글로벌인프라(합성),"14,050",375,-2.60%,0,248,"1,766",0.01,"16,465",N/A,N/A,
1211,TIGER 200 철강소재,"10,200",295,-2.81%,0,247,"2,420",0.10,"38,414",N/A,N/A,
1212,TIGER 200 에너지화학,"16,880",300,-1.75%,0,246,"1,460",0.06,"23,990",N/A,N/A,
1213,KBSTAR 비메모리반도체액티브,"10,265",240,-2.28%,0,244,"2,380",0.35,"40,327",N/A,N/A,
1214,신한 레버리지 구리 선물 ETN,"24,410","1,785",-6.81%,0,244,"1,000",0.00,"1,131",N/A,N/A,
1215,미래에셋 K200 Auto-KO-P 2212-01 ETN,"12,120",190,+1.59%,0,242,"2,000",0.00,23,N/A,N/A,
1216,KBSTAR 2차전지액티브,"9,930",335,-3.26%,0,242,"2,440",0.00,"846,747",N/A,N/A,
1217,KODEX 헬스케어,"12,750",265,-2.04%,0,242,"1,900",1.22,"10,441",N/A,N/A,
1218,TIGER AI코리아그로스액티브,"12,100",250,-2.02%,0,242,"2,000",0.00,"1,531",N/A,N/A,
1219,KB 인버스 2X 항셍테크 선물 ETN,"24,180","1,785",+7.97%,0,242,"1,000",0.00,"6,548",N/A,N/A,
1220,TIGER KRX게임K-뉴딜,"8,190",240,-2.85%,0,242,"2,950",7.23,"82,274",N/A,N/A,
1221,TIGER Fn신재생에너지,"8,925",225,-2.46%,0,241,"2,700",0.15,"21,927",N/A,N/A,
1222,KODEX 코스피대형주,"12,675",220,-1.71%,0,241,"1,900",0.00,990,N/A,N/A,
1223,TRUE 레버리지 금 선물 ETN,"23,880",770,-3.12%,0,239,"1,000",0.00,419,N/A,N/A,
1224,하이트론,"2,470",0,0.00%,"2,500",237,"9,611",0.68,0,-1.36,-76.24,
1225,ARIRANG 미국단기우량회사채,"102,760","1,170",+1.15%,0,236,230,0.00,170,N/A,N/A,
1226,파워 200,"36,295",660,-1.79%,0,236,650,0.00,40,N/A,N/A,
1227,TRUE 레버리지 구리 선물 ETN,"23,520",0,0.00%,0,235,"1,000",0.00,0,N/A,N/A,
1228,KODEX 미국달러선물인버스2X,"7,920",145,-1.80%,0,233,"2,940",0.00,"419,218",N/A,N/A,
1229,TRUE 인버스 2X 플래티넘 선물 ETN,"23,210","2,200",+10.47%,0,232,"1,000",0.00,2,N/A,N/A,
1230,KODEX 미국러셀2000(H),"12,510",440,-3.40%,0,231,"1,850",0.06,"8,322",N/A,N/A,
1231,HANARO Fn K-POP&미디어,"9,420",135,-1.41%,0,231,"2,450",0.00,"4,210",N/A,N/A,
1232,삼성 코스피 풋매도 4% OTM ETN,"11,455",40,-0.35%,0,229,"2,000",0.00,5,N/A,N/A,
1233,TIGER 삼성그룹펀더멘털,"11,010",165,-1.48%,0,229,"2,080",0.13,"5,546",N/A,N/A,
1234,KBSTAR 국고채3년,"108,980",275,+0.25%,0,229,210,0.00,477,N/A,N/A,
1235,TIMEFOLIO BBIG액티브,"8,795",215,-2.39%,0,229,"2,600",0.00,"2,251",N/A,N/A,
1236,QV 레버리지 금 선물 ETN(H),"22,770",0,0.00%,0,228,"1,000",0.00,0,N/A,N/A,
1237,유유제약1우,"10,000",350,-3.38%,"1,000",227,"2,267",1.13,"9,963",-86.21,N/A,
1238,대신 인버스 2X 알루미늄 선물 ETN(H),"22,500","1,830",+8.85%,0,225,"1,000",0.00,328,N/A,N/A,
1239,KODEX TRF7030,"13,175",185,-1.38%,0,224,"1,700",0.00,"5,805",N/A,N/A,
1240,신한 K200 USD 선물 바이셀 ETN,"11,175",265,-2.32%,0,224,"2,000",0.00,2,N/A,N/A,
1241,하나 레버리지 구리 선물 ETN(H),"22,285",0,0.00%,0,223,"1,000",0.00,0,N/A,N/A,
1242,QV 레버리지 구리 선물 ETN(H),"22,280",0,0.00%,0,223,"1,000",0.00,0,N/A,N/A,
1243,TIGER 코스닥150선물인버스,"4,815",115,+2.45%,0,221,"4,600",3.44,"582,910",N/A,N/A,
1244,KOSEF 미국달러선물인버스2X,"6,955",125,-1.77%,0,220,"3,160",0.00,"33,062",N/A,N/A,
1245,미래에셋 인버스 코스피200 선물 ETN,"10,920",165,+1.53%,0,218,"2,000",0.00,102,N/A,N/A,
1246,신한 인버스 코스피 200 선물 ETN,"10,905",150,+1.39%,0,218,"2,000",0.00,159,N/A,N/A,
1247,넥센타이어1우B,"3,350",75,-2.19%,500,218,"6,500",5.39,"14,175",72.83,N/A,
1248,KODEX TRF5050,"12,090",105,-0.86%,0,218,"1,800",0.00,"4,663",N/A,N/A,
1249,메리츠 레버리지 금 선물 ETN(H),"21,695",835,-3.71%,0,217,"1,000",0.00,521,N/A,N/A,
1250,신한 인버스 코스닥 150 선물 ETN,"10,820",305,+2.90%,0,216,"2,000",0.00,111,N/A,N/A,
1251,대신 천연가스 선물 ETN(H),"21,610","1,800",-7.69%,0,216,"1,000",0.00,675,N/A,N/A,
1252,TRUE 인버스 2X 천연가스 선물 ETN(H),"1,080",140,+14.89%,0,216,"20,000",0.00,"3,019,738",N/A,N/A,
1253,미래에셋 인버스 코스닥150 선물 ETN,"10,795",285,+2.71%,0,216,"2,000",0.00,117,N/A,N/A,
1254,KB 천연가스 선물 ETN(H),"21,570","2,005",-8.50%,0,216,"1,000",0.00,"11,349",N/A,N/A,
1255,LX홀딩스1우,"14,650",250,-1.68%,"1,000",215,"1,465",3.94,"9,964",5.31,N/A,
1256,QV iSelect 글로벌 EMP ETN(H),"10,715",190,-1.74%,0,214,"2,000",0.00,21,N/A,N/A,
1257,KODEX 배당성장채권혼합,"11,900",55,-0.46%,0,214,"1,800",0.00,"2,148",N/A,N/A,
1258,KODEX 운송,"5,945",200,-3.25%,0,214,"3,600",0.15,"58,000",N/A,N/A,
1259,QV 인버스 미국 IT TOP5 ETN(H),"10,690",0,0.00%,0,214,"2,000",0.00,0,N/A,N/A,
1260,HANARO Fn K-게임,"6,675",190,-2.77%,0,214,"3,200",0.00,"40,417",N/A,N/A,
1261,KODEX 배당성장,"15,220",270,-1.74%,0,213,"1,400",0.17,"7,446",N/A,N/A,
1262,TIGER 차이나반도체FACTSET,"6,365",435,-6.40%,0,211,"3,320",0.93,"41,935",N/A,N/A,
1263,한진칼우,"39,350",450,-1.13%,"2,500",211,537,0.83,"1,514",153.11,N/A,
1264,ARIRANG 코스피,"27,965",495,-1.74%,0,210,750,0.10,277,N/A,N/A,
1265,삼성 레버리지 나스닥 100 ETN(H),"10,400",745,-6.68%,0,208,"2,000",0.00,"72,517",N/A,N/A,
1266,메리츠 레버리지 구리 선물 ETN(H),"20,785","1,520",-6.81%,0,208,"1,000",0.00,34,N/A,N/A,
1267,삼성 레버리지 구리 선물 ETN(H),"20,775","1,500",-6.73%,0,208,"1,000",0.00,"6,627",N/A,N/A,
1268,KB 레버리지 항셍테크 선물 ETN(H),"1,885",125,-6.22%,0,207,"11,000",0.00,"218,914",N/A,N/A,
1269,KTOP 코스피50,"24,680",415,-1.65%,0,207,840,0.00,286,N/A,N/A,
1270,대신 니켈선물 ETN(H),"29,540","1,825",-5.82%,0,207,700,0.00,"1,512",N/A,N/A,
1271,TRUE 인버스 2X 은 선물 ETN,"20,525","1,525",+8.03%,0,205,"1,000",0.00,54,N/A,N/A,
1272,TRUE 인버스 2X 베트남 VN30 선물 ETN(H),"20,345","1,140",+5.94%,0,203,"1,000",0.00,"18,625",N/A,N/A,
1273,KODEX Fn시스템반도체,"9,190",205,-2.18%,0,202,"2,200",0.16,"14,826",N/A,N/A,
1274,신한 다우존스지수 선물 ETN(H),"20,215",720,-3.44%,0,202,"1,000",0.00,18,N/A,N/A,
1275,코오롱우,"18,750",350,-1.83%,"5,000",202,"1,076",6.38,"2,267",1.85,N/A,
1276,신한 FnGuide 폐기물처리 ETN,"10,075",155,-1.52%,0,202,"2,000",0.00,78,N/A,N/A,
1277,메리츠 인플레이션 국채 ETN,"10,070",35,+0.35%,0,201,"2,000",0.00,"2,499",N/A,N/A,
1278,KINDEX 아시아TOP50S&P,"12,195",265,-2.13%,0,201,"1,650",0.00,"6,743",N/A,N/A,
1279,메리츠 레버리지 인플레이션 국채 ETN,"10,045",80,+0.80%,0,201,"2,000",0.00,160,N/A,N/A,
1280,메리츠 미국 인플레이션 국채 ETN(H),"9,935",25,+0.25%,0,199,"2,000",0.00,993,N/A,N/A,
1281,KODEX 다우존스미국리츠(H),"15,190",205,-1.33%,0,197,"1,300",0.16,"8,659",N/A,N/A,
1282,TIGER KRX300,"16,400",260,-1.56%,0,197,"1,200",0.06,159,N/A,N/A,
1283,미래에셋 인버스 2X 은 선물 ETN,"19,665",790,+4.19%,0,197,"1,000",0.00,18,N/A,N/A,
1284,KODEX 게임산업,"10,915",315,-2.80%,0,196,"1,800",0.00,"24,272",N/A,N/A,
1285,KODEX 보험,"7,530",115,-1.50%,0,196,"2,600",0.08,"166,257",N/A,N/A,
1286,삼성 인버스 2X HSCEI ETN(H),"19,505","1,465",+8.12%,0,195,"1,000",0.00,"32,070",N/A,N/A,
1287,메리츠 미국레버리지 인플레이션국채ETN(H),"9,735",70,+0.72%,0,195,"2,000",0.00,"1,004",N/A,N/A,
1288,SOL 유럽탄소배출권선물S&P(H),"13,900",235,+1.72%,0,195,"1,400",0.09,"27,360",N/A,N/A,
1289,삼양홀딩스우,"64,000",600,-0.93%,"5,000",195,304,1.42,942,2.39,N/A,
1290,KODEX 에너지화학,"16,295",245,-1.48%,0,194,"1,190",0.04,"15,006",N/A,N/A,
1291,QV S&P500 VIX S/T 선물 ETN C,"9,660","1,320",+15.83%,0,193,"2,000",0.00,"8,750",N/A,N/A,
1292,삼성 인버스 2X 항셍테크 ETN(H),"19,150","1,440",+8.13%,0,192,"1,000",0.00,"70,267",N/A,N/A,
1293,한화우,"39,800","1,100",-2.69%,"5,000",191,479,0.13,"1,973",4.32,N/A,
1294,HANARO 글로벌탄소배출권선물ICE(합성),"12,700",175,+1.40%,0,190,"1,500",0.39,"16,601",N/A,N/A,
1295,KOSEF 200선물레버리지,"16,625",610,-3.54%,0,188,"1,130",0.03,"5,040",N/A,N/A,
1296,미래에셋 레버리지 은 선물 ETN,"18,775","1,150",-5.77%,0,188,"1,000",0.00,"1,442",N/A,N/A,
1297,TRUE 레버리지 은 선물 ETN,"18,670","1,265",-6.35%,0,187,"1,000",0.00,61,N/A,N/A,
1298,대상홀딩스우,"20,400","4,700",+29.94%,"1,000",186,913,1.75,"687,934",14.06,N/A,
1299,KINDEX 러시아MSCI(합성),"10,070",0,0.00%,0,186,"1,850",0.15,0,N/A,N/A,
1300,QV 레버리지 은 선물 ETN(H),"18,580",0,0.00%,0,186,"1,000",0.00,0,N/A,N/A,
1301,QV 인버스 레버리지 은 선물 ETN(H),"18,580",965,+5.48%,0,186,"1,000",0.00,17,N/A,N/A,
1302,KBSTAR 200선물레버리지,"16,865",600,-3.44%,0,186,"1,100",0.36,"14,420",N/A,N/A,
1303,QV 미국 IT TOP5 ETN(H),"26,440","1,030",-3.75%,0,185,700,0.00,419,N/A,N/A,
1304,TRUE 인버스 2X 금 선물 ETN,"18,475",875,+4.97%,0,185,"1,000",0.00,16,N/A,N/A,
1305,미래에셋 Q150 Core5 ETN,"9,210",175,-1.86%,0,184,"2,000",0.00,2,N/A,N/A,
1306,TRUE 인버스 2X 구리 선물 ETN,"18,370","1,315",+7.71%,0,184,"1,000",0.00,96,N/A,N/A,
1307,TIGER K게임,"12,630",360,-2.77%,0,183,"1,450",0.01,"21,263",N/A,N/A,
1308,ARIRANG iSelect우주항공&UAM,"9,870",220,-2.18%,0,183,"1,850",0.00,"360,695",N/A,N/A,
1309,FOCUS KRX300,"16,545",260,-1.55%,0,182,"1,100",0.00,4,N/A,N/A,
1310,TRUE 레버리지 베트남 VN30 선물 ETN(H),"18,175","1,615",-8.16%,0,182,"1,000",0.00,"19,598",N/A,N/A,
1311,미래에셋 코스피200 선물 ETN,"9,080",100,-1.09%,0,182,"2,000",0.00,2,N/A,N/A,
1312,신한 코스피 200 ETN,"8,985",115,-1.26%,0,180,"2,000",0.00,2,N/A,N/A,
1313,미래에셋 코스닥150 선물 ETN,"8,930",235,-2.56%,0,179,"2,000",0.00,"4,276",N/A,N/A,
1314,신한 FnGuide 메타버스 ETN,"8,920",195,-2.14%,0,178,"2,000",0.00,655,N/A,N/A,
1315,KG스틸우,"334,000","18,000",-5.11%,"5,000",178,53,0.00,"8,278",175.05,N/A,
1316,HANARO 고배당,"11,875",105,-0.88%,0,178,"1,500",0.00,974,N/A,N/A,
1317,KOSEF Fn중소형,"23,990",480,-1.96%,0,178,740,0.00,"27,622",N/A,N/A,
1318,TRUE 레버리지 플래티넘 선물 ETN,"17,685","1,840",-9.42%,0,177,"1,000",0.00,"3,178",N/A,N/A,
1319,TIGER MSCI KOREA ESG리더스,"9,785",230,-2.30%,0,176,"1,800",0.00,"2,495",N/A,N/A,
1320,메리츠 인버스 2X 은 선물 ETN(H),"17,600",0,0.00%,0,176,"1,000",0.00,0,N/A,N/A,
1321,KINDEX 코스닥150,"12,555",335,-2.60%,0,176,"1,400",0.00,"2,130",N/A,N/A,
1322,ARIRANG 미국다우존스고배당주(합성 H),"17,065",365,-2.09%,0,176,"1,030",0.00,"3,301",N/A,N/A,
1323,메리츠 인버스 2X 금 선물 ETN(H),"17,325",690,+4.15%,0,173,"1,000",0.00,5,N/A,N/A,
1324,신한 코스닥 150 ETN,"8,650",160,-1.82%,0,173,"2,000",0.00,22,N/A,N/A,
1325,메리츠 레버리지 은 선물 ETN(H),"17,265","1,320",-7.10%,0,173,"1,000",0.00,251,N/A,N/A,
1326,KODEX 기계장비,"5,565",120,-2.11%,0,171,"3,080",0.11,"39,385",N/A,N/A,
1327,대신 2X 알루미늄 선물 ETN(H),"16,975","1,690",-9.05%,0,170,"1,000",0.00,"1,053",N/A,N/A,
1328,KODEX 200롱코스닥150숏선물,"10,540",75,+0.72%,0,169,"1,600",0.00,537,N/A,N/A,
1329,KODEX 3대농산물선물(H),"14,775",225,-1.50%,0,168,"1,140",0.00,"63,111",N/A,N/A,
1330,KINDEX 골드선물 레버리지(합성 H),"18,645",655,-3.39%,0,168,900,0.00,"3,353",N/A,N/A,
1331,메리츠 인버스 2X 구리 선물 ETN(H),"16,740",700,+4.36%,0,167,"1,000",0.00,500,N/A,N/A,
1332,KODEX 200가치저변동,"10,455",175,-1.65%,0,167,"1,600",0.00,"6,703",N/A,N/A,
1333,KODEX 글로벌4차산업로보틱스(합성),"15,290",525,-3.32%,0,166,"1,084",0.60,"4,640",N/A,N/A,
1334,미래에셋 KRX 금Auto-KO-P(참100) 2210 ETN,"8,275",0,0.00%,0,166,"2,000",0.00,0,N/A,N/A,
1335,TIGER 로우볼,"12,720",110,-0.86%,0,165,"1,300",0.00,712,N/A,N/A,
1336,VITA MZ소비액티브,"9,720",295,-2.95%,0,165,"1,700",0.00,"79,555",N/A,N/A,
1337,QV 인버스 레버리지 금 선물 ETN(H),"16,295",0,0.00%,0,163,"1,000",0.00,0,N/A,N/A,
1338,KODEX 코스피100,"27,155",445,-1.61%,0,163,600,0.00,"3,163",N/A,N/A,
1339,QV 인버스 레버리지 구리 선물 ETN(H),"16,145",0,0.00%,0,161,"1,000",0.00,0,N/A,N/A,
1340,하나 인버스 2X 구리 선물 ETN(H),"16,135",0,0.00%,0,161,"1,000",0.00,0,N/A,N/A,
1341,KODEX 미국달러선물레버리지,"11,150",210,+1.92%,0,161,"1,440",0.00,"124,062",N/A,N/A,
1342,TIGER 유로스탁스배당30,"11,850",280,-2.31%,0,160,"1,350",0.00,"5,491",N/A,N/A,
1343,KODEX 미국채10년선물,"11,375",165,+1.47%,0,159,"1,400",0.00,"11,877",N/A,N/A,
1344,KODEX MSCI KOREA ESG유니버설,"10,615",195,-1.80%,0,159,"1,500",0.00,26,N/A,N/A,
1345,삼양사우,"43,000",0,0.00%,"5,000",159,370,6.36,"3,356",11.16,N/A,
1346,KINDEX 글로벌메타버스테크액티브,"7,575",125,-1.62%,0,159,"2,100",0.76,"1,689",N/A,N/A,
1347,메리츠 인버스 2X 국채30년 ETN,"15,865",425,-2.61%,0,159,"1,000",0.00,"4,732",N/A,N/A,
1348,태영건설우,"12,150",400,-3.19%,500,158,"1,302",1.34,"17,055",6.50,N/A,
1349,QV 인버스 레버리지 WTI원유 선물 ETN(H),130,15,+13.04%,0,156,"120,000",0.00,"8,096,094",N/A,N/A,
1350,TIGER 글로벌자원생산기업(합성 H),"16,340",790,-4.61%,0,155,950,0.00,"12,215",N/A,N/A,
1351,삼성 인버스 항셍테크 ETN(H),"15,510",430,+2.85%,0,155,"1,000",0.00,802,N/A,N/A,
1352,KOSEF 코스닥150,"6,130",170,-2.70%,0,154,"2,520",0.60,202,N/A,N/A,
1353,KOSEF 코스피100,"26,625",470,-1.73%,0,154,580,0.00,658,N/A,N/A,
1354,대신 2X 철광석 선물 ETN(H),"15,400","2,845",-15.59%,0,154,"1,000",0.00,"11,528",N/A,N/A,
1355,덕성우,"10,950",400,-3.52%,500,152,"1,392",1.08,"37,115",31.56,N/A,
1356,메리츠 S&P 유럽탄소배출권 선물 ETN(H),"14,980",400,+2.74%,0,150,"1,000",0.00,931,N/A,N/A,
1357,KODEX 구리선물(H),"8,305",335,-3.88%,0,149,"1,800",0.11,"27,829",N/A,N/A,
1358,SK증권우,"3,820",110,-2.80%,500,149,"3,913",1.22,"8,042",45.48,N/A,
1359,TRUE S&P 유럽탄소배출권 선물 ETN(H),"14,890",295,+2.02%,0,149,"1,000",0.00,"1,522",N/A,N/A,
1360,메리츠 S&P 유럽탄소배출권 선물 ETN,"14,815",375,+2.60%,0,148,"1,000",0.00,396,N/A,N/A,
1361,TRUE FTSE100 ETN,"14,790",0,0.00%,0,148,"1,000",0.00,0,N/A,N/A,
1362,TIGER 배당성장,"18,930",285,-1.48%,0,148,780,0.01,884,N/A,N/A,
1363,FOCUS ESG리더스,"10,935",200,-1.80%,0,148,"1,350",0.00,8,N/A,N/A,
1364,KBSTAR 글로벌메타버스Moorgate,"8,175",185,-2.21%,0,147,"1,800",0.29,"2,493",N/A,N/A,
1365,KODEX 필수소비재,"8,165",160,-1.92%,0,147,"1,800",0.04,"24,540",N/A,N/A,
1366,TIMEFOLIO 탄소중립액티브,"8,635",210,-2.37%,0,147,"1,700",0.00,537,N/A,N/A,
1367,미래에셋 S&P 유럽탄소배출권 선물 ETN,"14,645",200,+1.38%,0,146,"1,000",0.00,"20,247",N/A,N/A,
1368,ARIRANG 코스피50,"24,350",440,-1.77%,0,146,600,0.79,"21,377",N/A,N/A,
1369,KODEX KRX300레버리지,"14,515",510,-3.39%,0,145,"1,000",0.00,"3,414",N/A,N/A,
1370,TIGER 단기선진하이일드(합성 H),"12,090",35,-0.29%,0,145,"1,200",0.00,"1,909",N/A,N/A,
1371,크라운제과우,"18,750",650,+3.59%,200,145,774,0.45,"1,349,952",19.04,N/A,
1372,삼성 인버스 2X 은 선물 ETN(H),"1,450",105,+7.81%,0,145,"10,000",0.00,"82,688",N/A,N/A,
1373,성신양회우,"19,700","1,050",-5.06%,"5,000",145,736,0.53,"29,035",77.25,N/A,
1374,ARIRANG 200선물인버스2X,"5,355",180,+3.48%,0,145,"2,700",3.10,"140,997",N/A,N/A,
1375,삼성 인버스 HSCEI ETN(H),"14,380",0,0.00%,0,144,"1,000",0.00,0,N/A,N/A,
1376,KODEX 미국달러선물인버스,"9,180",85,-0.92%,0,143,"1,560",0.06,"94,192",N/A,N/A,
1377,KBSTAR 채권혼합,"59,645",70,-0.12%,0,143,240,0.00,8,N/A,N/A,
1378,TIGER LG그룹+펀더멘털,"9,710",190,-1.92%,0,142,"1,460",0.00,"6,188",N/A,N/A,
1379,KBSTAR V&S셀렉트밸류채권혼합,"11,770",80,-0.68%,0,141,"1,200",0.00,"6,587",N/A,N/A,
1380,TIGER 우량가치,"12,070",175,-1.43%,0,141,"1,170",0.00,"4,066",N/A,N/A,
1381,KINDEX 일본Nikkei225(H),"17,575",340,-1.90%,0,141,800,0.00,"2,211",N/A,N/A,
1382,에셋플러스 코리아플랫폼액티브,"8,735",220,-2.46%,0,140,"1,600",1.43,"12,753",N/A,N/A,
1383,TRUE 인버스 플래티넘 선물 ETN,"13,955",695,+5.24%,0,140,"1,000",0.00,954,N/A,N/A,
1384,대덕1우,"11,450",50,-0.43%,500,139,"1,212",0.04,"10,001",-173.48,N/A,
1385,TIGER 일본니케이225,"15,370",130,-0.84%,0,138,900,0.00,"49,162",N/A,N/A,
1386,메리츠 인버스 2X KRX300 선물 ETN,"13,690",545,+4.15%,0,137,"1,000",0.00,"135,760",N/A,N/A,
1387,대신 알루미늄 선물 ETN(H),"13,685",615,-4.30%,0,137,"1,000",0.00,"4,314",N/A,N/A,
1388,TIGER KRX2차전지K-뉴딜레버리지,"6,800",310,-4.36%,0,136,"2,000",0.00,"88,920",N/A,N/A,
1389,메리츠 대표 농산물 선물 ETN(H),"13,370",135,-1.00%,0,134,"1,000",0.00,"1,067",N/A,N/A,
1390,KBSTAR 헬스케어채권혼합,"11,115",50,-0.45%,0,133,"1,200",0.00,"7,790",N/A,N/A,
1391,KODEX 미국클린에너지나스닥,"8,880",185,-2.04%,0,133,"1,500",1.15,"1,063,516",N/A,N/A,
1392,넥센우,"3,640",90,-2.41%,500,131,"3,601",14.34,"7,506",7.21,N/A,
1393,신한 인버스 2X 미국달러 선물 ETN,"6,505",130,-1.96%,0,130,"2,000",0.00,"4,732",N/A,N/A,
1394,대신 인버스 천연가스 선물 ETN(H),"4,335",280,+6.91%,0,130,"3,000",0.00,"93,513",N/A,N/A,
1395,KODEX 코스닥150롱코스피200숏선물,"8,635",100,-1.14%,0,130,"1,500",0.00,2,N/A,N/A,
1396,TRUE 인버스 HSCEI ETN(H) B,"12,765",355,+2.86%,0,128,"1,000",0.00,58,N/A,N/A,
1397,TIGER MSCI KOREA ESG유니버설,"10,610",205,-1.90%,0,127,"1,200",0.00,21,N/A,N/A,
1398,메리츠 인버스 국채30년 ETN,"12,705",160,-1.24%,0,127,"1,000",0.00,802,N/A,N/A,
1399,일양약품우,"28,200",550,-1.91%,"2,500",126,445,0.26,494,38.32,N/A,
1400,ARIRANG 단기채권액티브,"106,070",15,+0.01%,0,125,118,0.00,158,N/A,N/A,
1401,KOSEF 미국방어배당성장나스닥,"13,900",295,-2.08%,0,125,900,0.00,"183,077",N/A,N/A,
1402,신한 인버스 2X 구리 선물 ETN,"2,500",200,+8.70%,0,125,"5,000",0.00,"105,925",N/A,N/A,
1403,TIGER 은행,"8,385",180,-2.10%,0,124,"1,480",1.39,"31,015",N/A,N/A,
1404,ARIRANG 고배당주채권혼합,"11,250",30,-0.27%,0,124,"1,100",0.00,"13,870",N/A,N/A,
1405,TIGER 200동일가중,"12,365",0,0.00%,0,124,"1,000",0.00,0,N/A,N/A,
1406,신한 인버스 금 선물 ETN(H),"6,130",115,+1.91%,0,123,"2,000",0.00,"9,111",N/A,N/A,
1407,KODEX 200exTOP,"12,215",255,-2.04%,0,122,"1,000",0.00,"19,682",N/A,N/A,
1408,신한 인버스 콩 선물 ETN(H),"6,105",140,+2.35%,0,122,"2,000",0.00,"4,564",N/A,N/A,
1409,메리츠 인버스 2X 미국채10년 ETN(H),"12,200",155,-1.25%,0,122,"1,000",0.00,"32,631",N/A,N/A,
1410,KODEX 미국S&P산업재(합성),"21,210",695,-3.17%,0,122,574,0.00,"8,467",N/A,N/A,
1411,삼성 인버스 2X 구리 선물 ETN(H),"2,430",170,+7.52%,0,122,"5,000",0.00,"44,937",N/A,N/A,
1412,HANARO KRX300,"16,165",310,-1.88%,0,121,750,0.00,37,N/A,N/A,
1413,TIGER 글로벌사이버보안INDXX,"11,160",210,-1.85%,0,121,"1,080",0.00,"14,962",N/A,N/A,
1414,TRUE S&P500 양매도 4% OTM ETN(H),"12,000",0,0.00%,0,120,"1,000",0.00,0,N/A,N/A,
1415,KB 레버리지 나스닥 100 ETN,"11,945",725,-5.72%,0,119,"1,000",0.00,"15,275",N/A,N/A,
1416,미래에셋 인버스 미디어엔터 Core5 ETN,"11,940",350,+3.02%,0,119,"1,000",0.00,6,N/A,N/A,
1417,파워 코스피100,"27,115",565,-2.04%,0,119,440,0.00,45,N/A,N/A,
1418,KB KRX ESG Eco ETN,"11,930",35,-0.29%,0,119,"1,000",0.00,23,N/A,N/A,
1419,KODEX 200동일가중,"11,900",195,-1.61%,0,119,"1,000",0.00,115,N/A,N/A,
1420,KINDEX 일본TOPIX레버리지(H),"19,670",575,-2.84%,0,118,600,0.00,"1,404",N/A,N/A,
1421,KODEX 미국스마트모빌리티S&P,"7,360",135,-1.80%,0,118,"1,600",0.00,"6,739",N/A,N/A,
